ID,Marital Status,Gender,Income,Children,Education,Occupation,Home Owner,Cars,Commute Distance,Region,Age,Purchased Bike
25101,Married,Male,60000,5,Bachelors,Professional,1,1,2-5 Miles,0rth America,47,0
21801,Married,Female,70000,4,Partial College,Professional,1,1,1-2 Miles,0rth America,55,0
25943,Single,Female,70000,0,Partial College,Skilled Manual,0,2,0-1 Miles,0rth America,27,1
22127,Married,Male,60000,3,Graduate Degree,Management,1,2,1-2 Miles,0rth America,67,0
20414,Married,Female,60000,0,Partial College,Skilled Manual,1,2,5-10 Miles,0rth America,29,0
23672,Married,Female,60000,3,Graduate Degree,Management,1,2,1-2 Miles,0rth America,67,0
29255,Single,Male,80000,3,Partial College,Professional,0,1,1-2 Miles,0rth America,51,1
28815,Married,Female,50000,1,Graduate Degree,Skilled Manual,1,0,0-1 Miles,0rth America,35,0
27753,Married,Male,40000,0,High School,Skilled Manual,0,2,1-2 Miles,0rth America,30,0
27643,Single,Male,70000,5,Partial College,Professional,1,3,2-5 Miles,0rth America,44,0
13754,Single,Female,80000,4,Graduate Degree,Skilled Manual,1,0,1-2 Miles,0rth America,48,0
22088,Married,Female,130000,1,Bachelors,Management,1,2,0-1 Miles,0rth America,45,1
27388,Married,Male,60000,3,Bachelors,Management,0,2,1-2 Miles,0rth America,66,0
24745,Single,Female,30000,2,High School,Skilled Manual,0,2,0-1 Miles,0rth America,49,0
29237,Single,Female,120000,4,Partial College,Professional,1,3,5-10 Miles,0rth America,43,1
15272,Single,Male,40000,0,High School,Skilled Manual,0,2,1-2 Miles,0rth America,30,0
18949,Single,Male,70000,3,Graduate Degree,Management,1,2,5-10 Miles,0rth America,74,1
14507,Married,Male,100000,2,Graduate Degree,Management,1,3,1-2 Miles,0rth America,65,0
25886,Married,Female,60000,2,Partial College,Professional,1,2,2-5 Miles,0rth America,56,1
21441,Married,Male,50000,4,Bachelors,Management,1,2,10+ Miles,0rth America,64,0
21741,Married,Female,70000,3,Partial College,Professional,1,2,5-10 Miles,0rth America,50,1
14572,Married,Female,70000,3,Graduate Degree,Professional,1,0,2-5 Miles,0rth America,35,1
23368,Married,Female,60000,5,Bachelors,Skilled Manual,1,3,10+ Miles,0rth America,41,0
16217,Single,Female,60000,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,0rth America,39,0
16247,Single,Female,60000,4,Graduate Degree,Skilled Manual,1,0,1-2 Miles,0rth America,47,0
22010,Single,Male,40000,0,High School,Skilled Manual,1,2,5-10 Miles,0rth America,31,0
25872,Single,Female,70000,2,Bachelors,Management,0,1,2-5 Miles,0rth America,58,1
19164,Single,Female,70000,0,Bachelors,Professional,0,1,2-5 Miles,0rth America,38,1
18435,Single,Female,70000,5,Graduate Degree,Management,1,2,10+ Miles,0rth America,67,1
14284,Single,Male,60000,0,Partial College,Professional,0,2,1-2 Miles,0rth America,32,1
11287,Married,Male,70000,5,Partial College,Professional,0,3,5-10 Miles,0rth America,45,0
13066,Single,Male,30000,0,High School,Skilled Manual,0,2,1-2 Miles,0rth America,31,1
29106,Single,Male,40000,0,High School,Skilled Manual,0,2,1-2 Miles,0rth America,31,1
26236,Married,Female,40000,3,Partial College,Clerical,1,1,0-1 Miles,0rth America,31,0
17531,Married,Male,60000,2,High School,Professional,0,2,5-10 Miles,0rth America,50,0
12964,Married,Male,70000,1,Partial College,Skilled Manual,1,1,0-1 Miles,0rth America,44,0
19133,Single,Male,50000,2,Bachelors,Skilled Manual,1,1,2-5 Miles,0rth America,38,1
24643,Single,Female,60000,4,Bachelors,Management,1,2,10+ Miles,0rth America,63,0
21599,Married,Female,60000,1,Graduate Degree,Professional,1,0,2-5 Miles,0rth America,36,1
22976,Single,Male,40000,0,High School,Skilled Manual,0,2,0-1 Miles,0rth America,28,1
27637,Single,Female,100000,1,Partial College,Professional,0,3,1-2 Miles,0rth America,44,0
11890,Married,Female,70000,5,Graduate Degree,Professional,1,1,0-1 Miles,0rth America,47,0
28580,Married,Female,80000,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,0rth America,40,1
14443,Married,Male,130000,1,Graduate Degree,Management,1,4,0-1 Miles,0rth America,40,0
17864,Married,Female,60000,1,Partial College,Skilled Manual,1,1,2-5 Miles,0rth America,46,1
20505,Married,Female,40000,5,High School,Professional,0,2,10+ Miles,0rth America,61,0
14592,Married,Female,60000,0,Graduate Degree,Professional,1,0,0-1 Miles,0rth America,40,0
22227,Married,Female,60000,2,High School,Professional,1,2,5-10 Miles,0rth America,50,0
21471,Married,Male,70000,2,Partial College,Professional,1,1,10+ Miles,0rth America,59,0
22252,Single,Female,60000,1,Graduate Degree,Professional,1,0,2-5 Miles,0rth America,36,1
21260,Single,Female,40000,0,High School,Skilled Manual,1,2,5-10 Miles,0rth America,30,0
11817,Single,Female,70000,4,Graduate Degree,Professional,1,0,2-5 Miles,0rth America,35,1
19223,Married,Female,30000,2,High School,Skilled Manual,1,2,1-2 Miles,0rth America,48,0
18517,Married,Male,100000,3,Bachelors,Management,1,4,0-1 Miles,0rth America,41,0
21717,Married,Male,40000,2,Partial College,Clerical,1,1,0-1 Miles,0rth America,47,0
13760,Married,Male,60000,4,Graduate Degree,Skilled Manual,0,0,0-1 Miles,0rth America,47,0
18145,Married,Male,80000,5,Bachelors,Management,0,2,2-5 Miles,Europe,62,0
21770,Married,Male,60000,4,Bachelors,Management,1,2,10+ Miles,0rth America,60,0
11165,Married,Female,60000,0,Partial College,Skilled Manual,0,1,1-2 Miles,0rth America,33,0
16377,Single,Female,80000,4,Graduate Degree,Skilled Manual,0,0,0-1 Miles,0rth America,47,0
26248,Married,Male,20000,3,Partial High School,Clerical,0,2,0-1 Miles,0rth America,52,0
23461,Married,Female,90000,5,Partial College,Professional,1,3,2-5 Miles,0rth America,40,0
29133,Single,Female,60000,4,Bachelors,Skilled Manual,0,2,0-1 Miles,0rth America,42,0
27673,Single,Female,60000,3,Graduate Degree,Management,1,2,5-10 Miles,0rth America,53,1
12774,Married,Female,40000,1,Partial College,Clerical,1,1,1-2 Miles,0rth America,51,1
18910,Single,Male,30000,0,Partial College,Skilled Manual,1,2,5-10 Miles,0rth America,30,0
11699,Single,Male,60000,4,Bachelors,Skilled Manual,0,2,0-1 Miles,0rth America,43,0
16725,Married,Male,30000,0,High School,Skilled Manual,1,2,5-10 Miles,0rth America,26,0
28269,Single,Female,130000,1,Bachelors,Management,0,1,2-5 Miles,0rth America,45,0
23144,Married,Male,50000,1,Bachelors,Skilled Manual,1,0,0-1 Miles,0rth America,34,1
23376,Married,Male,70000,1,Bachelors,Professional,1,1,2-5 Miles,0rth America,44,1
25970,Single,Female,60000,4,Bachelors,Skilled Manual,0,2,0-1 Miles,0rth America,41,1
28068,Single,Female,80000,3,Graduate Degree,Professional,0,0,0-1 Miles,0rth America,36,1
18390,Married,Male,80000,5,Partial College,Professional,1,2,0-1 Miles,0rth America,44,0
29112,Single,Male,60000,0,Partial College,Professional,0,2,1-2 Miles,0rth America,30,0
14090,Married,Female,30000,0,Partial High School,Clerical,0,2,0-1 Miles,0rth America,28,0
27040,Married,Male,20000,2,Partial High School,Clerical,1,2,1-2 Miles,0rth America,49,0
23479,Single,Male,90000,0,Partial College,Professional,0,2,0-1 Miles,0rth America,43,1
16795,Married,Female,70000,4,Bachelors,Management,1,1,1-2 Miles,0rth America,59,0
22014,Single,Male,30000,0,High School,Skilled Manual,1,2,5-10 Miles,0rth America,26,0
13314,Married,Male,120000,1,High School,Professional,1,4,5-10 Miles,0rth America,46,1
11619,Single,Female,50000,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,0rth America,33,0
29132,Single,Female,40000,0,Bachelors,Professional,1,1,2-5 Miles,0rth America,42,1
11199,Married,Female,70000,4,Bachelors,Management,1,1,10+ Miles,0rth America,59,0
20296,Single,Female,60000,0,Partial College,Skilled Manual,0,1,1-2 Miles,0rth America,33,1
17546,Married,Female,70000,1,Partial College,Skilled Manual,1,1,0-1 Miles,0rth America,44,1
18069,Married,Male,70000,5,Bachelors,Management,1,4,10+ Miles,0rth America,60,0
23712,Single,Female,70000,2,Bachelors,Management,1,1,10+ Miles,0rth America,59,0
23358,Married,Male,60000,0,High School,Professional,1,2,5-10 Miles,0rth America,32,1
20518,Married,Female,70000,2,Partial College,Professional,1,1,10+ Miles,0rth America,58,0
28026,Married,Female,40000,2,High School,Professional,0,2,2-5 Miles,0rth America,59,0
11669,Single,Female,70000,2,Bachelors,Skilled Manual,1,1,2-5 Miles,0rth America,38,0
16020,Married,Male,40000,0,High School,Skilled Manual,1,2,5-10 Miles,0rth America,28,1
27090,Married,Female,60000,1,Graduate Degree,Professional,1,0,2-5 Miles,0rth America,37,1
27198,Single,Female,80000,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,0rth America,40,0
19661,Single,Male,90000,4,Bachelors,Management,1,1,1-2 Miles,0rth America,38,1
26327,Married,Male,70000,4,Graduate Degree,Professional,1,0,2-5 Miles,0rth America,36,1
26341,Married,Female,70000,5,Graduate Degree,Professional,1,2,0-1 Miles,0rth America,37,0
24958,Single,Female,40000,5,High School,Professional,0,3,2-5 Miles,0rth America,60,1
13287,Single,Male,110000,4,Bachelors,Management,1,4,5-10 Miles,0rth America,42,1
14493,Single,Female,70000,3,Graduate Degree,Management,0,2,1-2 Miles,0rth America,53,0
26678,Single,Female,80000,2,Partial High School,Skilled Manual,1,2,5-10 Miles,0rth America,49,0
23275,Married,Male,30000,2,High School,Skilled Manual,1,2,1-2 Miles,0rth America,49,0
11270,Married,Male,130000,2,Graduate Degree,Management,1,3,0-1 Miles,0rth America,42,1
20084,Married,Male,20000,2,High School,Manual,0,2,0-1 Miles,0rth America,53,0
16144,Married,Male,70000,1,Graduate Degree,Professional,1,1,0-1 Miles,0rth America,46,1
27731,Married,Male,40000,0,High School,Skilled Manual,1,2,5-10 Miles,0rth America,27,0
11886,Married,Female,60000,3,Bachelors,Professional,1,1,0-1 Miles,0rth America,48,1
24324,Single,Female,60000,4,Bachelors,Skilled Manual,1,2,2-5 Miles,0rth America,41,1
22220,Married,Male,60000,2,High School,Professional,0,2,1-2 Miles,0rth America,49,1
26625,Single,Female,60000,0,Graduate Degree,Professional,1,1,2-5 Miles,0rth America,38,1
23027,Single,Male,130000,1,Bachelors,Management,0,4,0-1 Miles,0rth America,44,0
16867,Single,Female,130000,1,Bachelors,Management,0,3,0-1 Miles,0rth America,45,1
14514,Single,Female,30000,0,Partial College,Skilled Manual,1,1,5-10 Miles,0rth America,26,0
19634,Married,Male,40000,0,High School,Skilled Manual,1,1,5-10 Miles,0rth America,31,0
18504,Married,Male,70000,2,Partial High School,Skilled Manual,0,2,1-2 Miles,0rth America,49,0
28799,Single,Female,40000,2,Partial College,Clerical,0,1,1-2 Miles,0rth America,47,1
11225,Married,Female,60000,2,Partial College,Professional,1,1,10+ Miles,0rth America,55,0
17657,Married,Male,40000,4,Partial College,Clerical,0,0,0-1 Miles,0rth America,30,0
14913,Married,Female,40000,1,Partial College,Clerical,1,1,1-2 Miles,0rth America,48,1
14077,Single,Male,30000,0,High School,Skilled Manual,1,2,5-10 Miles,0rth America,30,0
13296,Married,Male,110000,1,Bachelors,Management,1,3,5-10 Miles,0rth America,45,0
20535,Married,Female,70000,4,Partial College,Professional,1,1,10+ Miles,0rth America,56,0
12452,Married,Male,60000,4,Graduate Degree,Skilled Manual,1,0,1-2 Miles,0rth America,47,1
28043,Married,Female,60000,2,Bachelors,Management,1,0,10+ Miles,0rth America,56,0
12957,Single,Female,70000,1,Bachelors,Professional,0,1,0-1 Miles,0rth America,44,0
15412,Married,Male,130000,2,Graduate Degree,Management,1,3,2-5 Miles,0rth America,69,0
20514,Married,Female,70000,2,Partial College,Professional,1,1,2-5 Miles,0rth America,59,0
20758,Married,Male,30000,2,High School,Skilled Manual,1,2,1-2 Miles,0rth America,50,0
11801,Married,Male,60000,1,Graduate Degree,Professional,1,0,2-5 Miles,0rth America,36,0
22211,Married,Male,60000,0,Partial College,Professional,1,2,5-10 Miles,0rth America,32,0
28087,Single,Female,40000,0,Partial College,Skilled Manual,0,1,1-2 Miles,0rth America,27,0
23668,Married,Female,40000,4,High School,Professional,1,2,5-10 Miles,0rth America,59,1
27441,Married,Male,60000,3,High School,Professional,0,2,2-5 Miles,0rth America,53,0
27261,Married,Male,40000,1,Bachelors,Skilled Manual,0,1,0-1 Miles,0rth America,36,1
18649,Single,Male,30000,1,High School,Clerical,1,2,1-2 Miles,0rth America,51,1
21714,Single,Female,80000,5,Graduate Degree,Skilled Manual,0,0,0-1 Miles,0rth America,47,0
23217,Single,Female,60000,3,Graduate Degree,Professional,1,0,2-5 Miles,0rth America,43,1
23797,Single,Male,20000,3,Partial High School,Clerical,0,2,0-1 Miles,0rth America,50,0
13216,Married,Female,60000,5,Bachelors,Management,1,3,10+ Miles,0rth America,59,0
20657,Single,Male,50000,2,Bachelors,Skilled Manual,1,0,2-5 Miles,0rth America,37,1
12882,Married,Male,50000,1,Graduate Degree,Skilled Manual,1,0,0-1 Miles,0rth America,33,1
25908,Married,Female,60000,0,Partial College,Skilled Manual,0,1,1-2 Miles,0rth America,27,0
16753,Single,Female,70000,0,Partial College,Skilled Manual,1,2,5-10 Miles,0rth America,34,1
14608,Married,Male,50000,4,Bachelors,Skilled Manual,1,3,10+ Miles,0rth America,42,0
24979,Married,Female,60000,2,Partial College,Professional,1,2,2-5 Miles,0rth America,57,1
13313,Married,Female,120000,1,High School,Professional,0,4,2-5 Miles,0rth America,45,0
18952,Married,Female,100000,4,Bachelors,Management,1,4,0-1 Miles,0rth America,40,0
17699,Married,Male,60000,1,Graduate Degree,Skilled Manual,0,0,0-1 Miles,0rth America,35,0
14657,Married,Male,80000,1,Partial College,Skilled Manual,0,1,0-1 Miles,0rth America,47,1
11540,Single,Male,60000,4,Graduate Degree,Skilled Manual,1,0,1-2 Miles,0rth America,47,1
11783,Married,Female,60000,1,Graduate Degree,Skilled Manual,1,0,0-1 Miles,0rth America,34,0
14602,Married,Female,80000,3,Graduate Degree,Professional,1,0,0-1 Miles,0rth America,36,1
29030,Married,Male,70000,2,Partial High School,Skilled Manual,1,2,10+ Miles,0rth America,54,0
26490,Single,Male,70000,2,Bachelors,Management,0,1,2-5 Miles,0rth America,59,1
13151,Single,Male,40000,0,High School,Skilled Manual,1,2,5-10 Miles,0rth America,27,0
17260,Married,Male,90000,5,Partial College,Professional,1,3,0-1 Miles,0rth America,41,0
15372,Married,Male,80000,3,Partial College,Professional,0,2,2-5 Miles,0rth America,50,1
18105,Married,Female,60000,2,Partial College,Professional,1,1,10+ Miles,0rth America,55,0
19660,Married,Male,80000,4,Bachelors,Management,1,0,0-1 Miles,0rth America,43,0
16112,Single,Male,70000,4,Bachelors,Professional,1,2,2-5 Miles,0rth America,43,1
20698,Married,Male,60000,4,Bachelors,Skilled Manual,1,3,5-10 Miles,0rth America,42,0
20076,Single,Female,10000,2,High School,Manual,1,2,1-2 Miles,0rth America,53,1
24496,Single,Female,40000,0,High School,Skilled Manual,0,2,0-1 Miles,0rth America,28,1
15468,Married,Female,50000,1,Bachelors,Skilled Manual,1,1,0-1 Miles,0rth America,35,0
28031,Single,Female,70000,2,Bachelors,Management,0,1,2-5 Miles,0rth America,59,1
26270,Single,Female,20000,2,Partial High School,Clerical,1,2,1-2 Miles,0rth America,49,0
22221,Married,Male,60000,2,High School,Professional,0,2,1-2 Miles,0rth America,48,1
28228,Single,Female,80000,2,Partial High School,Skilled Manual,0,2,1-2 Miles,0rth America,50,0
18363,Married,Male,40000,0,High School,Skilled Manual,1,2,5-10 Miles,0rth America,28,1
23256,Single,Male,30000,1,High School,Clerical,0,1,5-10 Miles,0rth America,52,0
12768,Married,Male,30000,1,High School,Clerical,1,1,2-5 Miles,0rth America,52,1
20361,Married,Male,50000,2,Graduate Degree,Management,1,2,5-10 Miles,0rth America,69,0
21306,Single,Male,60000,2,High School,Professional,1,2,5-10 Miles,0rth America,51,0
13382,Married,Male,70000,5,Partial College,Professional,1,2,1-2 Miles,0rth America,57,1
20310,Single,Male,60000,0,Partial College,Skilled Manual,1,1,5-10 Miles,0rth America,27,1
22971,Single,Female,30000,0,High School,Skilled Manual,0,2,0-1 Miles,0rth America,25,1
15287,Single,Female,50000,1,Graduate Degree,Skilled Manual,1,0,1-2 Miles,0rth America,33,1
15532,Single,Male,60000,4,Bachelors,Professional,1,2,2-5 Miles,0rth America,43,1
11255,Married,Male,70000,4,Graduate Degree,Management,1,2,5-10 Miles,0rth America,73,0
28090,Married,Male,40000,0,Partial College,Skilled Manual,1,1,5-10 Miles,0rth America,27,0
15255,Married,Male,40000,0,High School,Skilled Manual,1,2,5-10 Miles,0rth America,28,1
13154,Married,Male,40000,0,High School,Skilled Manual,0,2,0-1 Miles,0rth America,27,1
26778,Single,Female,40000,0,High School,Skilled Manual,1,2,5-10 Miles,0rth America,31,0
23248,Married,Female,10000,2,High School,Manual,1,2,1-2 Miles,0rth America,53,0
21417,Single,Female,60000,0,Partial College,Professional,0,2,1-2 Miles,0rth America,32,1
17668,Single,Male,30000,2,High School,Skilled Manual,1,2,1-2 Miles,0rth America,50,1
27994,Married,Female,40000,4,High School,Professional,1,2,5-10 Miles,0rth America,69,0
20376,Single,Female,70000,3,Graduate Degree,Management,1,2,5-10 Miles,0rth America,52,1
25954,Married,Male,60000,0,Partial College,Skilled Manual,0,2,1-2 Miles,0rth America,31,0
15749,Single,Female,70000,4,Bachelors,Management,1,2,10+ Miles,0rth America,61,0
25899,Married,Female,70000,2,High School,Professional,1,2,10+ Miles,0rth America,53,0
13351,Single,Female,70000,4,Bachelors,Management,1,2,1-2 Miles,0rth America,62,1
23333,Married,Male,40000,0,Partial College,Skilled Manual,0,2,1-2 Miles,0rth America,30,0
21660,Married,Female,60000,3,Graduate Degree,Professional,1,0,2-5 Miles,0rth America,43,1
17012,Married,Female,60000,3,Graduate Degree,Professional,1,0,2-5 Miles,0rth America,42,1
24514,Married,Male,40000,0,Partial College,Skilled Manual,1,1,5-10 Miles,0rth America,30,0
27505,Single,Female,40000,0,High School,Skilled Manual,1,2,5-10 Miles,0rth America,30,0
29243,Single,Male,110000,1,Bachelors,Management,1,1,5-10 Miles,0rth America,43,0
26582,Married,Male,60000,0,Partial College,Skilled Manual,1,2,5-10 Miles,0rth America,33,1
14271,Married,Male,30000,0,High School,Skilled Manual,1,2,5-10 Miles,0rth America,32,0
23041,Single,Female,70000,4,High School,Professional,1,0,5-10 Miles,0rth America,50,1
29048,Single,Male,110000,2,Bachelors,Management,0,3,0-1 Miles,0rth America,37,1
24433,Married,Male,70000,3,High School,Professional,0,1,1-2 Miles,0rth America,52,1
15501,Married,Male,70000,4,Graduate Degree,Professional,1,0,2-5 Miles,0rth America,36,1
13911,Single,Female,80000,3,Bachelors,Skilled Manual,1,2,2-5 Miles,0rth America,41,1
20421,Single,Female,40000,0,Partial High School,Clerical,1,2,5-10 Miles,0rth America,26,0
16009,Single,Male,170000,1,Graduate Degree,Management,0,4,0-1 Miles,0rth America,66,0
18411,Married,Male,60000,2,High School,Professional,0,2,5-10 Miles,0rth America,51,0
19163,Married,Female,70000,4,Bachelors,Professional,1,2,0-1 Miles,0rth America,43,1
18572,Married,Female,60000,0,Graduate Degree,Professional,1,0,0-1 Miles,0rth America,39,0
27540,Single,Female,70000,0,Bachelors,Professional,0,1,0-1 Miles,0rth America,37,1
19889,Single,Female,70000,2,Partial High School,Skilled Manual,0,2,2-5 Miles,0rth America,54,1
12922,Single,Female,60000,3,Bachelors,Skilled Manual,1,0,2-5 Miles,0rth America,40,1
18891,Married,Female,40000,0,Partial College,Skilled Manual,1,2,5-10 Miles,0rth America,28,0
16773,Married,Male,60000,1,Graduate Degree,Skilled Manual,1,0,0-1 Miles,0rth America,33,0
19143,Single,Female,80000,3,Bachelors,Skilled Manual,1,2,2-5 Miles,0rth America,41,1
23882,Single,Female,80000,3,Graduate Degree,Professional,1,0,0-1 Miles,0rth America,37,1
11233,Married,Male,70000,4,Partial College,Professional,1,2,10+ Miles,0rth America,53,0
12056,Married,Male,120000,2,Graduate Degree,Management,1,3,5-10 Miles,0rth America,64,0
15555,Married,Female,60000,1,Partial College,Skilled Manual,1,1,2-5 Miles,0rth America,45,1
18423,Single,Male,80000,2,Partial High School,Skilled Manual,0,2,1-2 Miles,0rth America,52,0
22743,Married,Female,40000,5,High School,Professional,1,2,10+ Miles,0rth America,60,0
25343,Single,Female,20000,3,Partial High School,Clerical,1,2,1-2 Miles,0rth America,50,0
13390,Married,Female,70000,4,Partial College,Professional,0,1,1-2 Miles,0rth America,56,0
17482,Single,Female,40000,0,Partial High School,Clerical,1,2,5-10 Miles,0rth America,29,0
13176,Single,Male,130000,0,Graduate Degree,Management,0,2,0-1 Miles,0rth America,38,1
20504,Married,Female,40000,5,High School,Professional,0,2,2-5 Miles,0rth America,60,0
12205,Single,Female,130000,2,Bachelors,Management,0,4,0-1 Miles,0rth America,67,0
16751,Married,Male,60000,0,Partial College,Skilled Manual,1,1,5-10 Miles,0rth America,32,1
21613,Single,Male,50000,2,Bachelors,Skilled Manual,0,1,0-1 Miles,0rth America,39,1
24801,Single,Male,60000,1,Graduate Degree,Professional,1,0,2-5 Miles,0rth America,35,1
17519,Married,Female,60000,0,Partial College,Professional,1,2,5-10 Miles,0rth America,32,0
18347,Single,Female,30000,0,Partial College,Skilled Manual,0,1,1-2 Miles,0rth America,31,0
29052,Single,Male,40000,0,Partial College,Skilled Manual,1,1,5-10 Miles,0rth America,27,0
11745,Married,Female,60000,1,Bachelors,Professional,1,1,0-1 Miles,0rth America,47,1
19147,Married,Male,40000,0,Bachelors,Professional,0,1,0-1 Miles,0rth America,42,0
19217,Married,Male,30000,2,High School,Skilled Manual,1,2,1-2 Miles,0rth America,49,0
15839,Single,Male,30000,0,Partial College,Skilled Manual,1,1,5-10 Miles,0rth America,32,0
13714,Married,Female,20000,2,High School,Manual,0,2,1-2 Miles,0rth America,53,1
22330,Married,Male,50000,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,0rth America,32,1
18783,Single,Male,80000,0,Bachelors,Management,0,1,0-1 Miles,0rth America,38,1
25041,Single,Male,40000,0,High School,Skilled Manual,1,2,5-10 Miles,0rth America,31,0
22046,Single,Female,80000,0,Bachelors,Management,0,1,0-1 Miles,0rth America,38,1
28052,Married,Male,60000,2,High School,Professional,1,2,10+ Miles,0rth America,55,0
26693,Married,Male,70000,3,Partial College,Professional,1,1,5-10 Miles,0rth America,49,0
24955,Single,Male,30000,5,Partial High School,Skilled Manual,1,3,10+ Miles,0rth America,60,1
26065,Single,Female,110000,3,Bachelors,Management,0,4,1-2 Miles,0rth America,42,0
13942,Married,Male,60000,1,Partial College,Skilled Manual,1,1,0-1 Miles,0rth America,46,0
11219,Married,Male,60000,2,High School,Professional,1,2,10+ Miles,0rth America,55,0
22118,Single,Female,70000,3,Graduate Degree,Management,1,2,5-10 Miles,0rth America,53,1
23197,Married,Male,50000,3,Bachelors,Skilled Manual,1,2,2-5 Miles,0rth America,40,0
14883,Married,Female,30000,1,Bachelors,Skilled Manual,1,1,5-10 Miles,0rth America,53,1
27279,Single,Female,70000,2,Bachelors,Skilled Manual,1,0,2-5 Miles,0rth America,38,1
18322,Single,Male,30000,0,Partial High School,Clerical,0,2,0-1 Miles,0rth America,26,0
15879,Married,Male,70000,5,Bachelors,Management,1,2,2-5 Miles,0rth America,61,0
28278,Married,Male,50000,2,Graduate Degree,Management,1,2,5-10 Miles,0rth America,71,0
24416,Married,Male,90000,4,High School,Professional,1,2,1-2 Miles,0rth America,45,0
28066,Married,Male,80000,2,Graduate Degree,Professional,1,0,0-1 Miles,0rth America,37,1
11275,Married,Female,80000,4,Graduate Degree,Management,1,2,0-1 Miles,0rth America,72,1
14872,Married,Male,30000,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,0rth America,32,0
16151,Married,Female,60000,1,Bachelors,Professional,1,1,2-5 Miles,0rth America,48,1
19731,Married,Male,80000,4,Graduate Degree,Management,1,2,5-10 Miles,0rth America,68,0
23801,Married,Female,20000,2,Partial High School,Clerical,1,2,0-1 Miles,0rth America,49,0
11807,Married,Male,70000,3,Graduate Degree,Professional,1,0,2-5 Miles,0rth America,34,0
11622,Married,Male,50000,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,0rth America,32,0
26597,Single,Female,60000,4,Bachelors,Skilled Manual,0,2,0-1 Miles,0rth America,42,0
27074,Married,Female,70000,1,Graduate Degree,Skilled Manual,1,0,0-1 Miles,0rth America,35,1
19228,Married,Female,40000,2,Partial College,Clerical,1,1,0-1 Miles,0rth America,48,0
13415,Single,Male,100000,1,Graduate Degree,Management,1,3,2-5 Miles,0rth America,73,1
17000,Single,Female,70000,4,Bachelors,Skilled Manual,1,2,2-5 Miles,0rth America,43,1
14569,Married,Male,60000,1,Graduate Degree,Professional,1,0,0-1 Miles,0rth America,35,0
13873,Married,Male,70000,3,Graduate Degree,Professional,1,0,0-1 Miles,0rth America,35,1
20401,Married,Female,50000,4,Bachelors,Management,1,2,1-2 Miles,0rth America,64,1
21583,Married,Female,50000,1,Bachelors,Skilled Manual,1,0,0-1 Miles,0rth America,34,1
12029,Married,Male,30000,0,Partial High School,Clerical,0,2,0-1 Miles,0rth America,28,0
18066,Single,Male,70000,5,Bachelors,Management,1,3,10+ Miles,0rth America,60,1
28192,Married,Female,70000,5,Graduate Degree,Professional,1,3,10+ Miles,0rth America,46,0
16122,Married,Male,40000,4,High School,Skilled Manual,1,2,0-1 Miles,0rth America,44,1
18607,Single,Female,60000,4,Bachelors,Skilled Manual,1,2,2-5 Miles,0rth America,42,1
28858,Single,Male,80000,3,Bachelors,Skilled Manual,1,0,2-5 Miles,0rth America,40,0
14432,Single,Male,90000,4,Graduate Degree,Management,1,1,5-10 Miles,0rth America,73,0
26305,Single,Female,60000,2,Bachelors,Skilled Manual,0,0,0-1 Miles,0rth America,36,1
22050,Single,Male,90000,4,Bachelors,Management,1,1,1-2 Miles,0rth America,38,1
25394,Married,Male,60000,1,Graduate Degree,Professional,1,0,2-5 Miles,0rth America,34,1
19747,Married,Male,50000,4,Bachelors,Management,1,2,10+ Miles,0rth America,63,0
23195,Single,Male,50000,3,Bachelors,Skilled Manual,1,2,2-5 Miles,0rth America,41,1
21695,Married,Male,60000,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,0rth America,39,1
13934,Married,Male,40000,4,High School,Skilled Manual,1,2,2-5 Miles,0rth America,46,0
13337,Married,Female,80000,5,Bachelors,Management,1,2,5-10 Miles,0rth America,64,0
27190,Married,Female,40000,3,Partial College,Clerical,1,1,1-2 Miles,0rth America,32,0
28657,Single,Male,60000,2,Bachelors,Skilled Manual,1,0,2-5 Miles,0rth America,36,1
21713,Single,Male,80000,5,Graduate Degree,Skilled Manual,0,0,0-1 Miles,0rth America,47,0
21752,Married,Male,60000,3,Graduate Degree,Management,1,2,10+ Miles,0rth America,64,0
27273,Single,Male,70000,3,Graduate Degree,Professional,0,0,0-1 Miles,0rth America,35,1
22719,Single,Male,110000,3,Bachelors,Management,1,4,2-5 Miles,0rth America,40,1
22042,Married,Female,70000,0,Partial College,Skilled Manual,1,2,5-10 Miles,0rth America,34,1
21451,Married,Female,40000,4,High School,Professional,1,2,10+ Miles,0rth America,61,0
20754,Married,Male,30000,2,High School,Skilled Manual,1,2,1-2 Miles,0rth America,51,0
12153,Single,Female,70000,3,Partial College,Professional,1,1,5-10 Miles,0rth America,49,1
16895,Married,Female,40000,3,Partial College,Professional,0,2,1-2 Miles,0rth America,54,1
26728,Single,Male,70000,3,Graduate Degree,Management,0,2,1-2 Miles,0rth America,53,1
11090,Single,Male,90000,2,Partial College,Professional,1,1,2-5 Miles,0rth America,48,1
